Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tim Hardaway Jr.,SG,30,DAL,71,45,30.3,4.8,11.9,.401,3.0,7.7,.385,1.8,4.2,.431,.527,1.8,2.3,.770,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4
James Harden,PG,33,PHI,58,58,36.8,6.4,14.5,.441,2.8,7.2,.385,3.6,7.3,.495,.536,5.4,6.2,.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0
Jaden Hardy,SG,20,DAL,47,4,14.5,2.9,6.6,.435,1.3,3.2,.416,1.6,3.4,.453,.535,1.3,1.6,.818,0.2,1.6,1.8,1.3,0.4,0.1,1.0,1.3,8.4
Ron Harper Jr.,SF,22,TOR,8,0,3.1,0.5,1.3,.400,0.3,0.8,.333,0.3,0.5,.500,.500,0.0,0.0,,0.3,0.1,0.4,0.4,0.0,0.1,0.0,0.1,1.3
Montrezl Harrell,C,29,PHI,56,7,11.8,2.1,3.6,.603,0.0,0.1,.000,2.1,3.5,.615,.603,1.2,1.7,.691,1.2,1.6,2.7,0.6,0.3,0.4,0.6,1.3,5.4
Gary Harris,SG,28,ORL,48,42,24.7,2.9,6.4,.450,2.0,4.5,.431,0.9,1.9,.494,.603,0.6,0.6,.900,0.4,1.6,2.0,1.2,0.9,0.3,0.6,1.9,8.3
Joe Harris,SG,31,BRK,74,33,20.6,2.7,5.9,.457,1.9,4.5,.426,0.8,1.4,.551,.618,0.2,0.4,.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6
Kevon Harris,SG,25,ORL,33,0,13.0,1.2,2.9,.421,0.4,1.1,.333,0.8,1.8,.475,.484,0.8,1.0,.794,0.8,1.1,1.9,0.4,0.5,0.2,0.6,1.5,3.6
Tobias Harris,PF,30,PHI,74,74,32.9,5.7,11.4,.501,1.7,4.4,.389,4.0,7.0,.570,.575,1.5,1.7,.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2.0,14.7
Shaquille Harrison,SG,29,POR,4,0,23.5,2.5,6.3,.400,0.5,1.8,.286,2.0,4.5,.444,.440,2.3,3.3,.692,0.3,3.8,4.0,5.0,1.8,0.3,1.3,2.5,7.8
Josh Hart,SF-SG,27,TOT,75,52,32.4,3.6,6.8,.528,0.8,2.2,.374,2.8,4.6,.601,.588,1.8,2.3,.750,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8
Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,.504,0.7,2.2,.304,2.9,4.9,.594,.551,1.7,2.3,.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5
Josh Hart,SG,27,NYK,24,1,30.2,3.6,6.2,.588,1.1,2.1,.529,2.5,4.0,.619,.679,1.9,2.4,.789,1.8,5.0,6.9,3.6,1.4,0.5,1.5,2.5,10.3
Isaiah Hartenstein,C,24,NYK,81,8,19.8,2.1,4.0,.534,0.1,0.5,.216,2.0,3.5,.576,.547,0.6,0.9,.676,2.6,4.0,6.6,1.2,0.6,0.8,0.8,2.6,4.9
Udonis Haslem,C,42,MIA,6,1,7.7,0.2,2.0,.083,0.0,0.3,.000,0.2,1.7,.100,.083,0.2,0.3,.500,0.7,0.7,1.3,0.0,0.2,0.2,0.0,1.3,0.5
Sam Hauser,PF,25,BOS,79,7,15.8,2.2,4.8,.450,1.7,4.1,.411,0.5,0.7,.661,.624,0.2,0.2,.706,0.4,2.1,2.5,0.8,0.4,0.3,0.4,1.2,6.2
Jaxson Hayes,C,22,NOP,47,2,13.0,1.8,3.3,.551,0.1,0.6,.103,1.8,2.7,.654,.561,1.2,1.8,.699,0.8,2.0,2.8,0.7,0.4,0.4,0.7,1.4,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killian Hayes,PG,21,DET,75,55,28.2,4.0,10.6,.375,1.0,3.7,.277,3.0,6.9,.428,.423,1.1,1.4,.817,0.3,2.5,2.8,6.2,1.4,0.4,2.2,2.9,10.1
Gordon Hayward,SF,32,CHO,50,50,31.5,5.5,11.6,.475,1.0,3.2,.325,4.5,8.4,.532,.520,2.6,3.2,.811,0.7,3.6,4.3,4.1,0.8,0.2,2.0,1.4,14.7
Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,.421,0.4,1.6,.254,0.7,1.1,.660,.496,0.2,0.4,.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1.0,2.9
Willy Hernangómez,C,28,NOP,38,2,12.1,2.3,4.4,.527,0.1,0.3,.273,2.3,4.2,.544,.536,2.1,2.7,.779,1.5,3.2,4.7,0.9,0.4,0.3,1.0,1.7,6.9
Tyler Herro,SG,23,MIA,66,66,35.3,7.3,16.8,.439,3.1,8.1,.379,4.3,8.6,.495,.530,2.6,2.8,.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.3
Buddy Hield,SF,30,IND,79,73,31.1,5.9,13.1,.455,3.6,8.5,.422,2.4,4.6,.518,.593,1.3,1.6,.822,0.8,4.2,5.0,2.8,1.2,0.3,1.7,2.0,16.8
Haywood Highsmith,SF,26,MIA,53,10,17.8,1.7,4.0,.432,0.7,2.0,.343,1.0,2.0,.524,.519,0.2,0.5,.464,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4
George Hill,PG,36,TOT,45,1,18.0,1.6,3.5,.459,0.6,2.0,.326,1.0,1.6,.629,.550,0.9,1.2,.769,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,4.8
George Hill,PG,36,MIL,35,0,19.1,1.7,3.8,.447,0.7,2.1,.311,1.0,1.7,.621,.534,1.0,1.3,.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5.0
George Hill,PG,36,IND,10,1,14.4,1.4,2.7,.519,0.6,1.5,.400,0.8,1.2,.667,.630,0.6,0.6,1.000,0.2,1.3,1.5,1.8,0.6,0.3,0.6,1.1,4.0
Malcolm Hill,SF,27,CHI,5,0,1.8,0.4,0.8,.500,0.2,0.6,.333,0.2,0.2,1.000,.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0
Aaron Holiday,PG,26,ATL,62,5,13.1,1.4,3.4,.428,0.6,1.3,.422,0.9,2.0,.432,.512,0.4,0.5,.844,0.4,0.8,1.2,1.3,0.6,0.2,0.5,1.2,3.9
Jrue Holiday,PG,32,MIL,67,65,32.6,7.3,15.3,.479,2.4,6.1,.384,5.0,9.1,.542,.556,2.3,2.6,.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3
Justin Holiday,SG,33,TOT,45,2,15.2,1.7,4.3,.385,1.0,3.1,.326,0.7,1.3,.526,.500,0.1,0.2,.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.4,4.4
Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,.384,1.1,3.1,.345,0.6,1.4,.474,.504,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5
Justin Holiday,SG,33,DAL,17,2,16.0,1.6,4.1,.386,0.9,3.0,.294,0.7,1.1,.632,.493,0.3,0.5,.625,0.2,1.6,1.8,0.9,0.8,0.5,0.6,1.6,4.4
Richaun Holmes,C,29,SAC,41,1,8.3,1.3,2.1,.632,0.1,0.2,.714,1.2,2.0,.625,.661,0.4,0.5,.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,1.2,3.2
Al Horford,C,36,BOS,63,63,30.5,3.6,7.6,.476,2.3,5.2,.446,1.3,2.4,.539,.627,0.2,0.3,.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8
Talen Horton-Tucker,SG,22,UTA,65,20,20.2,4.0,9.4,.419,0.9,3.1,.286,3.1,6.3,.485,.467,1.9,2.6,.750,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7
Danuel House Jr.,SF,29,PHI,55,4,14.2,1.6,3.4,.484,0.7,1.9,.346,1.0,1.4,.671,.583,0.8,1.0,.737,0.2,1.5,1.6,0.7,0.3,0.2,0.5,1.2,4.7
Caleb Houstan,SF,20,ORL,50,3,15.6,1.2,3.3,.359,0.8,2.5,.328,0.4,0.8,.452,.482,0.2,0.3,.846,0.7,1.3,2.0,0.6,0.2,0.1,0.4,1.2,3.4
Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,.222,0.4,1.6,.250,0.0,0.2,.000,.333,0.6,0.6,1.000,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8
Kevin Huerter,SG,24,SAC,74,74,29.5,5.6,11.6,.484,2.7,6.8,.401,2.9,4.7,.604,.603,1.3,1.8,.725,0.6,2.8,3.4,2.9,1.1,0.3,1.3,2.4,15.2
Jay Huff,C,24,WAS,7,0,13.6,2.1,3.6,.600,0.9,1.7,.500,1.3,1.9,.692,.720,2.1,2.3,.938,0.9,2.1,3.0,1.4,0.4,0.6,0.7,2.1,7.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Andre Hunter,SF,25,ATL,66,66,32.0,5.7,12.3,.460,1.5,4.3,.350,4.2,8.0,.519,.521,2.5,3.1,.824,0.7,3.6,4.3,1.4,0.5,0.3,1.2,3.0,15.4
Bones Hyland,PG,22,TOT,54,1,19.4,4.1,10.2,.401,2.1,5.6,.378,1.9,4.5,.429,.505,1.6,1.9,.840,0.4,1.9,2.3,3.1,0.7,0.3,1.5,1.7,11.8
Bones Hyland,PG,22,DEN,42,1,19.5,4.1,10.3,.399,2.2,5.7,.378,2.0,4.6,.425,.503,1.7,2.0,.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1
Bones Hyland,PG,22,LAC,12,0,18.8,3.9,9.6,.409,2.0,5.3,.381,1.9,4.3,.442,.513,1.1,1.5,.722,0.8,2.4,3.2,3.5,0.8,0.2,1.1,2.3,10.9
Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,.481,0.4,1.1,.333,1.3,2.3,.556,.537,0.5,0.8,.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1
Andre Iguodala,SF,39,GSW,8,0,14.1,0.9,1.9,.467,0.1,1.1,.111,0.8,0.8,1.000,.500,0.3,0.4,.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1
Joe Ingles,SF,35,MIL,45,0,22.8,2.4,5.4,.437,1.8,4.5,.413,0.5,1.0,.545,.606,0.4,0.5,.857,0.3,2.5,2.8,3.2,0.7,0.1,1.2,1.6,7.0
Brandon Ingram,SF,25,NOP,44,44,34.0,8.8,18.3,.481,1.4,3.7,.391,7.4,14.7,.503,.520,5.3,6.0,.878,0.5,4.9,5.3,5.8,0.7,0.4,3.3,2.6,24.3
Kyrie Irving,PG,30,TOT,60,60,37.4,9.9,20.1,.494,3.1,8.3,.379,6.8,11.8,.574,.572,4.1,4.6,.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1
Kyrie Irving,PG,30,BRK,40,40,37.0,10.0,20.5,.486,3.3,8.7,.374,6.7,11.8,.569,.565,4.0,4.5,.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1
Kyrie Irving,PG,30,DAL,20,20,38.2,9.8,19.2,.510,2.9,7.4,.392,6.9,11.8,.585,.586,4.5,4.7,.947,1.1,4.0,5.0,6.0,1.3,0.6,1.9,2.8,27.0
Jonathan Isaac,PF,25,ORL,11,0,11.3,2.0,4.8,.415,0.5,1.4,.400,1.5,3.5,.421,.472,0.5,0.8,.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0
Jaden Ivey,SG,20,DET,73,72,31.1,5.5,13.2,.417,1.6,4.7,.344,3.9,8.5,.458,.479,3.6,4.9,.747,1.0,2.9,3.9,5.3,0.8,0.2,3.2,3.2,16.3
Frank Jackson,PG,24,UTA,1,0,5.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Isaiah Jackson,C,21,IND,62,11,16.4,2.9,5.0,.571,0.0,0.2,.143,2.8,4.8,.591,.574,1.5,2.3,.650,1.8,2.6,4.4,0.8,0.5,1.5,0.8,2.4,7.2
Jaren Jackson Jr.,C,23,MEM,63,63,28.4,6.6,13.0,.506,1.6,4.5,.355,5.0,8.6,.585,.567,3.8,4.9,.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6
Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,.259,0.2,0.9,.250,0.1,0.3,.286,.352,0.0,0.1,.500,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9
Quenton Jackson,PG,24,WAS,8,0,12.8,1.3,3.6,.345,0.1,1.3,.100,1.1,2.4,.474,.362,2.0,2.5,.800,0.3,0.5,0.8,1.3,0.3,0.1,0.5,0.9,4.6
Reggie Jackson,PG,32,TOT,66,40,24.4,3.8,9.3,.410,1.4,4.2,.339,2.4,5.2,.466,.485,1.1,1.2,.910,0.4,1.7,2.1,3.4,0.7,0.1,1.7,1.7,10.2
Reggie Jackson,PG,32,LAC,52,38,25.7,4.1,9.8,.418,1.5,4.2,.350,2.6,5.6,.469,.493,1.2,1.3,.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9
Reggie Jackson,PG,32,DEN,14,2,19.4,2.8,7.5,.371,1.1,3.9,.296,1.6,3.6,.451,.448,0.7,0.9,.833,0.2,1.3,1.5,3.1,0.6,0.1,1.2,1.5,7.4
LeBron James,PF,38,LAL,54,53,35.6,11.0,22.1,.499,2.1,6.7,.311,8.9,15.4,.581,.546,4.6,6.0,.766,1.2,7.2,8.4,6.8,0.9,0.6,3.3,1.6,28.8
Ty Jerome,SG,25,GSW,45,2,18.1,2.6,5.4,.488,0.8,2.0,.389,1.8,3.4,.546,.560,0.8,0.9,.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9
Isaiah Joe,SG,23,OKC,73,10,19.1,3.1,7.0,.441,2.2,5.4,.409,0.9,1.6,.553,.599,1.1,1.4,.820,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5
Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,.500,0.0,0.5,.000,0.8,1.0,.750,.500,0.3,0.5,.500,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8
Cameron Johnson,PF,26,TOT,42,41,28.5,5.3,11.3,.470,2.5,6.1,.404,2.9,5.2,.548,.579,2.4,2.9,.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5
Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,.474,2.6,5.8,.455,2.2,4.4,.500,.604,1.6,1.9,.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9
Cameron Johnson,PF,26,BRK,25,25,30.8,5.6,12.0,.468,2.3,6.2,.372,3.3,5.8,.572,.565,3.0,3.5,.851,0.8,4.0,4.8,2.1,1.4,0.3,1.1,2.2,16.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Johnson,SF,21,ATL,69,6,14.8,2.2,4.5,.487,0.4,1.4,.280,1.8,3.1,.585,.532,0.7,1.1,.632,0.7,3.3,4.0,1.2,0.5,0.4,0.6,1.6,5.5
James Johnson,PF,35,IND,17,1,9.2,1.1,2.6,.432,0.2,0.9,.200,0.9,1.7,.552,.466,0.2,0.5,.500,0.2,1.5,1.6,0.7,0.4,0.4,0.5,1.8,2.6
Keldon Johnson,SF,23,SAS,63,63,32.7,8.0,17.7,.452,2.1,6.5,.329,5.9,11.2,.523,.512,3.9,5.2,.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0
Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,.376,0.7,2.0,.346,1.0,2.4,.402,.455,0.7,1.0,.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7
Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,.533,0.6,1.3,.450,1.6,2.7,.573,.607,0.9,1.3,.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8
Nikola Jokić,C,27,DEN,68,68,33.8,9.5,15.0,.633,0.8,2.2,.385,8.6,12.8,.675,.661,5.0,6.1,.821,2.5,9.4,11.9,9.8,1.3,0.7,3.6,2.5,24.8
Carlik Jones,PG,25,CHI,6,0,7.3,0.5,1.5,.333,0.3,0.5,.667,0.2,1.0,.167,.444,0.2,0.7,.250,0.2,0.5,0.7,0.5,0.2,0.0,0.3,0.3,1.5
Damian Jones,C,27,TOT,39,1,11.2,1.2,2.0,.623,0.3,0.4,.625,1.0,1.6,.623,.688,0.6,0.7,.759,0.9,1.9,2.9,0.3,0.2,0.5,0.6,1.3,3.3
Damian Jones,C,27,LAL,22,1,8.0,0.9,1.7,.541,0.0,0.1,.000,0.9,1.5,.588,.541,0.7,0.9,.750,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5
Damian Jones,C,27,UTA,17,0,15.4,1.6,2.4,.700,0.6,0.8,.769,1.1,1.6,.667,.825,0.4,0.5,.778,1.1,2.2,3.4,0.5,0.3,0.5,0.8,1.9,4.3
Derrick Jones Jr.,SF,25,CHI,63,0,14.0,1.8,3.6,.504,0.4,1.2,.351,1.4,2.3,.585,.565,1.0,1.3,.738,0.9,1.4,2.3,0.5,0.4,0.6,0.4,1.4,5.0
Herbert Jones,SF,24,NOP,65,65,29.4,3.6,7.6,.471,0.9,2.5,.339,2.7,5.1,.536,.527,1.9,2.4,.761,1.5,2.6,4.1,2.4,1.5,0.6,1.3,3.1,9.9
Kai Jones,C,22,CHO,45,0,11.8,1.5,2.6,.563,0.1,0.4,.222,1.4,2.2,.624,.580,0.4,0.6,.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.5
Tre Jones,PG,23,SAS,66,63,29.2,4.9,10.9,.453,0.7,2.3,.281,4.3,8.6,.499,.483,2.2,2.5,.869,0.8,2.7,3.5,6.5,1.3,0.1,1.6,1.5,12.7
Tyus Jones,PG,26,MEM,80,22,24.3,3.9,8.9,.438,1.5,4.1,.371,2.4,4.8,.495,.523,1.0,1.3,.800,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3
DeAndre Jordan,C,34,DEN,38,7,14.7,2.3,2.9,.768,0.0,0.0,1.000,2.2,2.9,.766,.772,0.5,1.2,.435,1.3,3.8,5.1,0.8,0.3,0.6,1.2,1.8,5.1
Cory Joseph,PG,31,DET,61,2,19.5,2.4,5.6,.434,1.1,2.8,.399,1.3,2.8,.470,.535,0.9,1.2,.803,0.3,1.4,1.7,3.4,0.6,0.1,0.9,1.4,6.9
Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,.406,0.5,2.3,.229,1.3,2.3,.588,.464,1.2,1.3,.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5
Johnny Juzang,SF,21,UTA,16,0,12.6,1.9,5.4,.349,0.9,3.6,.263,0.9,1.8,.517,.436,0.1,0.3,.500,0.3,1.8,2.1,0.5,0.3,0.2,0.2,0.8,4.8
Mfiondu Kabengele,PF,25,BOS,3,0,6.0,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.3,1.0,0.7
Frank Kaminsky,C,29,TOT,35,0,6.2,0.8,1.6,.500,0.3,0.9,.400,0.5,0.7,.615,.607,0.4,0.5,.875,0.1,1.2,1.3,0.8,0.2,0.1,0.3,0.6,2.3
Frank Kaminsky,C,29,ATL,26,0,6.8,1.0,1.7,.568,0.4,0.9,.478,0.5,0.8,.667,.693,0.4,0.5,.833,0.1,1.3,1.4,0.8,0.2,0.0,0.3,0.8,2.7
Frank Kaminsky,C,29,HOU,9,0,4.7,0.3,1.3,.250,0.1,0.8,.143,0.2,0.6,.400,.292,0.4,0.4,1.000,0.2,0.9,1.1,0.9,0.1,0.2,0.0,0.1,1.2
Trevor Keels,SG,19,NYK,3,0,2.7,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kennard,SG,26,TOT,59,14,22.3,3.2,6.5,.492,2.3,4.6,.494,0.9,1.9,.487,.666,0.6,0.7,.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3
Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6.0,.464,1.7,3.8,.447,1.1,2.3,.494,.604,0.5,0.6,.950,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8
Luke Kennard,SG,26,MEM,24,3,24.6,3.8,7.1,.526,3.1,5.7,.540,0.7,1.4,.471,.743,0.8,0.8,.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3
Walker Kessler,C,21,UTA,74,40,23.0,4.0,5.6,.720,0.0,0.0,.333,4.0,5.6,.723,.721,1.1,2.1,.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2
Braxton Key,SF,25,DET,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3
Corey Kispert,SF,23,WAS,73,44,28.5,3.9,7.9,.494,2.2,5.2,.419,1.7,2.7,.635,.631,1.0,1.2,.851,0.4,2.4,2.8,1.2,0.4,0.1,0.8,1.3,11.0
Maxi Kleber,C,31,DAL,37,5,25.1,2.1,4.6,.456,1.1,3.0,.348,1.0,1.5,.667,.571,0.7,1.0,.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9
Nathan Knight,PF,25,MIN,36,0,7.9,1.2,2.2,.564,0.2,0.6,.364,1.0,1.6,.643,.615,1.1,1.5,.691,0.6,0.9,1.5,0.4,0.3,0.2,0.5,1.0,3.7
Kevin Knox,PF-SF,23,TOT,61,3,14.5,2.3,4.9,.458,1.0,2.8,.343,1.3,2.2,.606,.555,0.6,0.8,.760,0.5,2.2,2.7,0.5,0.4,0.2,0.8,1.5,6.1
Kevin Knox,PF,23,DET,42,1,14.1,2.0,4.3,.469,1.0,2.8,.371,1.0,1.5,.651,.589,0.6,0.8,.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6
Kevin Knox,SF,23,POR,19,2,15.2,2.8,6.4,.443,0.8,2.8,.283,2.1,3.6,.565,.504,0.6,0.9,.706,0.7,2.4,3.1,0.8,0.4,0.0,0.8,0.9,7.1
Christian Koloko,C,22,TOR,57,19,13.6,1.2,2.6,.473,0.0,0.2,.091,1.2,2.4,.504,.476,0.6,1.0,.632,1.5,1.5,2.9,0.5,0.3,1.0,0.4,2.2,3.1
John Konchar,SG,26,MEM,71,22,20.5,1.9,4.4,.435,0.8,2.5,.343,1.1,2.0,.550,.530,0.4,0.5,.778,0.9,3.4,4.2,1.4,1.1,0.3,0.5,1.5,5.1
Furkan Korkmaz,SG,25,PHI,36,0,9.0,1.3,2.9,.433,0.4,1.2,.357,0.8,1.7,.484,.505,0.7,0.9,.706,0.2,0.9,1.1,0.6,0.2,0.1,0.6,0.4,3.6
Luke Kornet,C,27,BOS,68,0,11.4,1.6,2.4,.675,0.0,0.2,.273,1.5,2.2,.705,.684,0.4,0.5,.811,1.3,1.5,2.8,0.7,0.1,0.7,0.4,1.1,3.7
Vit Krejci,PG,22,ATL,28,0,5.2,0.5,1.3,.417,0.2,0.7,.250,0.4,0.6,.625,.486,0.0,0.1,.500,0.2,0.6,0.8,0.5,0.1,0.0,0.1,0.5,1.3
Jonathan Kuminga,PF,20,GSW,66,16,20.8,3.9,7.4,.523,0.8,2.2,.366,3.1,5.2,.589,.577,1.3,2.1,.647,1.0,2.4,3.4,1.8,0.6,0.4,1.4,2.3,9.9
Kyle Kuzma,PF,27,WAS,64,64,35.0,8.0,17.8,.448,2.5,7.5,.333,5.5,10.3,.533,.518,2.7,3.7,.730,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2
Anthony Lamb,SF,25,GSW,61,4,19.4,2.4,5.1,.468,1.2,3.3,.367,1.2,1.9,.646,.585,0.8,1.0,.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7
Jock Landale,C,27,PHO,68,3,14.1,2.5,4.8,.528,0.3,1.2,.241,2.2,3.5,.627,.559,1.2,1.5,.752,1.7,2.3,4.0,1.0,0.2,0.4,0.9,1.8,6.5
Romeo Langford,SG,23,SAS,41,21,19.8,2.9,6.1,.472,0.4,1.4,.271,2.5,4.7,.534,.504,0.8,1.2,.673,1.4,1.4,2.8,1.2,0.6,0.3,0.7,1.6,7.0
Jake LaRavia,PF,21,MEM,35,0,11.8,1.1,2.7,.389,0.7,2.0,.338,0.4,0.7,.542,.516,0.2,0.3,.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0
Zach LaVine,SG,27,CHI,76,76,36.1,8.8,18.1,.486,2.7,7.1,.377,6.1,11.0,.556,.560,4.7,5.6,.847,0.6,3.9,4.5,4.3,0.9,0.2,2.5,2.1,24.9
A.J. Lawson,SG,22,TOT,14,0,6.1,1.3,2.5,.514,0.6,1.6,.409,0.6,0.9,.692,.643,0.1,0.2,.333,0.4,0.8,1.1,0.1,0.1,0.0,0.2,0.6,3.3
A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
A.J. Lawson,SG,22,DAL,13,0,6.4,1.3,2.6,.500,0.7,1.7,.409,0.6,0.9,.667,.632,0.1,0.2,.333,0.4,0.8,1.2,0.1,0.1,0.0,0.2,0.5,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damion Lee,SG,30,PHO,73,5,20.2,2.7,6.1,.443,1.5,3.3,.451,1.2,2.8,.433,.566,1.3,1.4,.902,0.5,2.5,3.0,1.3,0.4,0.1,1.0,1.6,8.2
Saben Lee,PG,23,TOT,24,0,13.7,1.7,4.2,.410,0.3,0.9,.364,1.4,3.3,.423,.450,1.5,2.0,.735,0.5,1.3,1.8,2.4,0.7,0.0,1.0,1.2,5.3
Saben Lee,PG,23,PHI,2,0,5.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0
Saben Lee,PG,23,PHO,22,0,14.5,1.7,4.4,.396,0.4,1.0,.381,1.4,3.4,.400,.438,1.6,2.2,.735,0.5,1.4,1.9,2.5,0.7,0.0,0.9,1.3,5.5
Alex Len,C,29,SAC,25,2,6.0,0.6,1.2,.533,0.0,0.1,.000,0.6,1.1,.571,.533,0.4,0.6,.688,0.9,1.3,2.2,0.4,0.1,0.4,0.6,1.1,1.7
Kawhi Leonard,SF,31,LAC,50,48,33.7,8.6,16.7,.514,2.0,4.8,.423,6.5,11.9,.551,.574,4.6,5.3,.871,1.1,5.2,6.3,3.9,1.4,0.5,1.6,1.6,23.7
Meyers Leonard,C,30,MIL,8,1,10.4,1.4,3.1,.440,0.8,2.0,.375,0.6,1.1,.556,.560,0.6,0.8,.833,0.9,1.9,2.8,0.0,0.1,0.0,0.6,1.6,4.1
Caris LeVert,SG,28,CLE,74,30,30.2,4.3,10.0,.431,1.7,4.4,.392,2.6,5.6,.462,.517,1.8,2.4,.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1
